id,full_id,youtube_tags,predicted_tags
Y0Vk,Xc_u2IUyOfg,"['Webcam (Computer Peripheral Class)', 'Logitech (Organization)', 'ロジクール', 'ウェブカメラ', 'C920', 'テスト', '1080p', '映像', 'Logicool']","['Photography', 'Camera', 'Digital camera']"
lFiV,pKqIrfacz88,"['Spongebob Squarepants', 'Vacation']","['Game', 'Cartoon', 'Animation']"
KhY6,t0squfUNYd0,"['Tv6', 'Tv 6', 'Abruzzo', 'Tv6 Abruzzo', 'Tv6 Sport', 'S.S.D. Vis Pesaro 1898 (Football Team)', 'Vis Pesaro Giulianova', 'A.S.D. Città Di Giulianova 1924 (Football Team)']","['Game', 'Association football']"
EM6d,hWxdfjrKbmU,"['Gran', 'Turismo', 'Go', 'Kart', 'Confirmado', 'en', 'la', 'Gamescom', '2010', 'PS3', 'HD']","['Game', 'Video game', 'Motorsport', 'Racing', 'Go-kart', 'Gran Turismo (series)', 'Gran Turismo 5', 'F1 2010 (video game)']"
9gL1,ueqbT0ezJEs,"['northern', 'virginia', 'dog', 'trainers', 'washington', 'dc', 'baltimore', 'trainingdog', 'in', 'puppy', 'obedience', 'west', 'maryland', 'northern virginia dog trainers', 'virginia dog trainers', 'washington dc dog trainers', 'baltimore dog training', 'dog trainers in virginia', 'puppies', 'agility', 'make', 'class', 'classes', 'sit', 'down', 'canine', 'trainer', 'bark', 'your', 'heel', 'come', 'speak', 'obey', 'fetch', 'rollover', 'beg', 'lie', 'jacksonville', 'north', 'carolina']","['Animal', 'Pet', 'Dog', 'Puppy', 'German Shepherd', 'Police dog', 'Malinois dog']"
ZRMU,PTWXmST0VZI,"['Bloodborne', 'Bloodborne PS4', 'PS4 Bloodborne', 'Sony', 'Sony Bloodborne', 'Bloodborne Sony', 'Arsonall', 'Arsonall187', 'game', 'games', 'Bloodborne review', 'Bloodborne first impressions', 'Bloodborne graphics', 'Bloodborne hard', 'Bloodborne difficulty', 'Bloodborne awesome', 'Bloodborne bad', 'Bloodborne good', 'Bloodborne camera', 'Bloodborne crappy camera', 'Bloodborne is hard', 'Bloodborne monsters', 'Bloodborne death', 'Bloodborne amazing', 'Bloodborne RPG', 'PS4 news', 'PlayStation news']","['Game', 'Video game', 'PlayStation 4']"
qHzX,mY66XIt9YLA,"['paint', 'the', 'sky', 'red']","['Musician', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Electric guitar', 'Drummer']"
g0EL,T7TKfR3i6RI,"['NASA', 'Earth', 'Ice', 'Goddard', 'IceBridge', 'greenland', 'flights', 'operation', 'glaciers']",['Outer space']
EWJ0,W4qA_BM-xtA,,
UJz3,T8zCVeRDAFA,['battle urban connection montelimar'],['Dance']
CWqK,2hjXNJVYO-Y,"['Dell Vostro (Computer)', 'dell', 'vostro', '5460', 'service', 'replacement', 'notebook', 'ultraportablenotebook', 'keyboard', 'palmrest', 'teardown']","['Personal computer', 'Laptop', 'Computer hardware', 'Hard disk drive', 'MacBook', 'MacBook Pro']"
tkWh,cFeiMKsDpcE,"['MPZRACEVIDEO', 'Motorsport', 'Rennsport', 'Carsound', '峠走り', 'Motorsound', 'Racing', 'Hill Climb', 'Racecar', '峠アタック', 'Hillclimb', 'Bergrennen', 'Subida', 'Viteza in Coasta', 'Course de Cote', 'Brdska utrka', 'BUZETSKI DANI', 'insane', 'insane driving', 'BMW 3 Series (E30) (Automobile Model)', 'Sidepipe', 'Flames', 'Fire', 'BMW', 'BMW M3', 'BMW 3 Series (E30) (Generation)']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Sports car', 'Drifting (motorsport)', 'Rallying', 'BMW', 'BMW Motorrad', 'BMW M3', 'BMW 3 Series', 'BMW 3 Series (E36)', 'BMW 3 Series (E30)']"
HEBE,UvQBR0ybtm0,"['Airstream (Business Operation)', 'Camping (Literature Subject)', 'Recreational Vehicle (Industry)', 'Trailer', 'Travel Trailer', 'Big', 'Small', 'Little', '16j', 'bambi']","['Vehicle', 'Car', 'Recreational vehicle']"
LtnC,0VfJeH9WdSg,"['Lake Buena Vista', 'sing', 'music', 'perform', 'performance', 'performing', 'Feliz Navidad', 'live', 'concert', 'voice', 'dance', 'girls', 'women', 'entertainment', 'christmas', 'december', 'dec', '2011', 'FL', 'Florida', 'lights', 'Christmas Tree', 'song', 'crowd', 'downtown disney', 'disneyworld', 'disney', 'world', 'disney world', 'mickey', 'mickey mouse', 'autumn', 'fall', 'cold', 'night', 'festival of the seasons', 'festival of the season', 'stage', 'audience', 'singing', 'trio', 'singers', 'christmas tree', 'christmas lights', 'holiday', 'Merry Christmas', 'holidays', 'festive']","['Performance art', 'Dance', 'Festival', 'Parade']"
tImO,fFVbyt-xCag,"['Thierry Mugler (Fashion Designer)', 'whiskey', 'review', 'fragrance', 'Drink', 'top', 'best', 'favourite', 'karl lagerfeld', 'joop', 'Songs', 'Favorite', 'Spot', 'Greatest', 'ultrazest', 'pure wood', 'b men', 'a men', 'test']",
aYKn,XZ52MeFE9iM,['Hotel auf Kos'],"['House', 'Hotel', 'Beach', 'Resort', 'Apartment']"
iggL,p6LXYU5cEck,"['jason stapleton', 'forex', 'education', 'learn forex', 'currency trading', 'forex signals']",
adBV,JPx2aHtTWzA,"['Virender Sehwag', 'India', '2009', 'Sports', 'ESPN', 'ESPNcricinfo', 'crickinfo', 'ESPN Cricket', 'ESPN live', 'ESPN scores', 'ESPN - Cable television company', 'ESPN Fantasy', 'cricket', 'Virander', 'Sehwag', 'Ian Chappell', 'Sanjay Mankreker', 'Harsha Bhogle', 'Test', 'Test batting', 'long form', 'golden era', 'Sri Lanka', 'batting', 'batsmen', 'Strauss', 'Andrew Strauss', 'Andrew', 'Indian cricket', 'Indian', 'right-handed', 'Test team', '293']",
dzXB,7N7AqHbcqFg,"['facts about lemons', 'lemon facts', 'lemons', 'lemon.ly', 'lemon ly', 'custom infographics', 'infographic', 'data visualization', 'visual marketing', 'viral marketing', 'infographics', 'october 4', 'halloweencostumes.com', 'halloween costumes']","['Food', 'Recipe', 'Drink', 'Fruit', 'Lemon', 'Orange (fruit)', 'Citrus', 'Lemonade']"
0mQ8,AfjOT1muGYs,"['wii', 'Duty', 'theacidlab', 'Modern', 'Playstation', 'National', 'FaZeClan', 'pokemon', 'emblem', 'best', 'quality', 'nintendo', 'great', 'sony', 'obeyallience', 'fail', 'gaming', 'ps3', 'obey', 'snow', 'YouTube', 'blackops2', 'Sniper', 'clan', 'FaZe', 'blackops', 'Montage', 'Xbox 360 (Video Game Platform)', 'microsoft', 'popular', 'Call', 'mw3', 'mw2', 'cod4', 'teamtage', 'funny', 'episode', 'acid', 'hd', 'xbox']","['Video game', 'Call of Duty', 'Call of Duty: Black Ops II', 'Call of Duty: Black Ops']"
fIGm,c-qEE9fA5zw,"['Golf', 'Turbo', 'R32', 'Racing', 'Car', 'horse', 'Power', 'ps', '600', 'drag', 'race', 'Vw']","['Vehicle', 'Car', 'BMW']"
ZaS4,ZIbVtQe7GjI,"['Historics Crashes', 'MGP 2008', 'Robbie Phillis', 'Forgotten Era racing', 'Period 5', 'Stu Loly']","['Game', 'Motorsport', 'Racing', 'Motorcycling', 'Race track', 'Auto Race (Japanese sport)', 'Road racing', 'Daytona International Speedway']"
DURI,n2l5rVMuZsg,"['Marry US For Christmas', 'Marry US For Christmas movie', 'Malinda Williams (TV Actor)', 'Malinda Williams', 'Victoria Rowell', 'Victoria Rowell (TV Actor)', 'GregAlan Williams', 'Christmas movie', 'Christmas movies', 'UPTV', 'UP TV', 'Uplifting Entertainment']",
q2VH,G53fBIk2nus,"['colombia', 'india', 'medellin', 'cali', 'bogota', 'indonesia', 'tailandia', 'vietnam', 'usa', 'estados', 'bike', 'biker', 'ride', 'rides', 'race', 'mexico', 'peru', 'thailand', 'racing', 'sport', 'stunt', 'piques', 'brasil', 'Curva', 'America', 'Ecuador', 'States', 'Motorcycle', 'Germany', 'Jump', 'Dirt', 'Crash', 'Europe', 'United', 'England', 'Khmer', 'California (US State)', 'Canada', 'China', 'Australia', 'Nations', 'Russia', 'Kingdom', 'Japan', 'Spain', 'Asia', 'World', 'Brazil', 'European', 'Africa', 'Jumps', 'Extreme', 'Britain', 'Freestyle', 'London', 'Sweden', 'motovelocidad colombia', 'motovelocidad']","['Vehicle', 'Motorsport', 'Racing', 'Motorcycle', 'Motorcycling']"
0DMW,PvjWvAHiNwc,"['fluxfm', 'bonaverde', 'netzwelt', 'kaffee', 'grüne', 'bohnen']",['Food']
eArl,q4SW6_tqStA,"['Ö3', 'Ski', 'Challenge', 'Ski-Challenge', 'Oe3', 'Hitradio Ö3', 'Planai', 'Schladming']","['Outdoor recreation', 'Winter sport', 'Skiing', 'Ski', 'Alpine skiing', 'Downhill']"
XPlC,f2PnOGKghes,"['Wilde', 'Maus', 'Eberhardt-Göbel', 'Offride', 'Rollercoaster', 'kirmes', 'efteling', 'walibi', 'europa park', 'Xtremerides', '2013', 'POV']","['Amusement park', None, 'Roller coaster']"
1TE3,oWoUVi3h3CA,"['IMG', '1243']",['Concert']
qYkg,Nu5v0L8nge8,"['Church Of Christ In Bogor', 'Bogor Church Of Christ', 'GK Bogor', 'Paduan Suara', 'Gereja Kristus Bogor', 'Sehangat Matahari']","['Concert', 'Musical ensemble', 'Choir', 'Soldier']"
ghCF,5guA0jfbuWA,"['mike', 'mizanin', 'the', 'miz']",['Jumbotron']
4PNM,MVOIQqdBJPQ,['Trutnov'],"['Performance art', 'Dance']"
num1,nJKs-iM1_-c,"['Return to Castle Wolfenstein', 'Windows 7 (Operating System)', 'max settings', 'nazi', 'ss', 'game', '2001 game', 'ww 2', 'american soldier']","['Game', 'Video game', 'First-person shooter', 'Wolfenstein (series)']"
pb6W,Iu1wshqiqa8,"['τριανταφυλλος στην προσευχη σου', 'triantafillos stin proseuxi sou', 'στην προσευχη σου τριανταφυλλος', 'sthn proseuxh sou triantafillos', 'stin proseuxi sou triantafillos', 'τριανταφυλλος προσευχη', 'triantafillos proseuxi', 'προσευχη τριανταφυλλος', 'proseuxi triantafillos', 'τριανταφυλλος', 'triantafillos', 'προσευχη', 'proseuxi', 'stin proseuxi sou', 'greek hits', 'ελληνικα παλια', 'ελληνικα τραγουδια', 'ellinika palia', 'ellinika tragoudia', 'ellinika hits', 'ελληνικες επιτυχιες', 'ellinikew epitixies']",['Music video']
iX6A,-lwGlFBvF_I,"['coro', 'alpe', 'saronno', 'Coro alpe', 'coro alpe di saronno', 'coro alpe saronno', 'Kimberly Ann Covington', 'christmas', 'gospel', 'Kimberly', 'Ann', 'Covington', 'choir', 'a cappella', 'religious music', 'live music']","['Concert', 'Musician', 'Musical ensemble', 'Choir', 'Christmas']"
esyt,1job8qqTarg,"['decodare samsung galaxy s2', 's2 I9100 unlock free', 'decodeaza samsung galaxy s3', 'decodeaza samsung galaxy', 'decodare android gratuit', 'Android (operating System)', 'free sim unlock samsung galaxy']","['Game', 'Video game', 'Mobile phone', 'Smartphone', 'Gadget', 'Minecraft', 'Samsung Galaxy']"
jmvK,z9KztTYNkXk,"['Shinhwa (Award Winner)', 'Jun Jin (TV Personality)']","['Concert', 'Performance art']"
meCt,6kMa35w8Kfw,"['Samsung Galaxy Note 3 SM-N9005', 'Samsung Galaxy', 'Galaxy Note 3', 'Note 3', 'Note 3 SM-N9005', 'Samsung', 'Самсунг Галакси Нот 3 СМ-Н9005', 'Самсунг Галакси', 'Галакси Нот 3', 'Нот 3', 'Нот 3 СМ-Н9005', 'Самсунг', 'обзор', 'Mobilfunk.ru', 'Mobilfunk', 'Мобилфанк', 'Мобилфанк ру']","['Mobile phone', 'Smartphone', 'Gadget', 'Samsung Galaxy', 'Samsung Electronics', 'Samsung Galaxy Note series', 'Samsung Galaxy Note 3']"
S1nY,Tm9dEI2oQQ8,"['Semana', 'Santa', 'Santísimo Cristo De Las Tres Caídas', 'Sevilla', '2015', 'madruga', 'hermandad', 'esperanza de triana', 'banda', 'chicota']","['Musical ensemble', 'Festival', 'Parade', 'Carnival', 'Christ (title)', 'Rosary']"
gdVA,1Nwa-kd3GkI,"['CUMBIA', 'GRUPO', 'KIWIS']","['Concert', 'Musician', 'Performance art', 'Musical ensemble', 'Orchestra']"
wOCM,f470MQbM18Q,"['Rain', 'Project', 'Night', 'Day', 'New', 'Rainy', 'Gumpert', 'Apollo', 'Race', 'Cars', 'Suzuka', 'Circuit', 'Raceway', 'Best', 'Suzuka Circuit (Location)', 'Auto Racing (Sport)', 'Drift', 'Speed', 'Reflection', 'Reflections', 'build', '346', 'Video Game', 'Need Speed', 'Speed (serial)', 'Speed (TV Channel)', 'Drifting', 'Gameplay', 'Preview', 'Review', 'Thunder', 'Storm', 'Thunder Storm', 'slightly mad studios', 'SMS', 'Slightly', 'Mad', 'Studios', 'Rubensgamelab', 'Ricksgamelab']","['Video game', 'Vehicle', 'Car', 'Motorsport', 'Racing', 'Sports car', 'Driving', 'BMW', 'Supercar', 'Need for Speed', 'Race track', 'Speedometer', 'Need for Speed: Shift', 'Shift 2: Unleashed']"
ZrtV,symayOcK2HQ,"['Lokbox', 'vacuum', 'jig', 'after', 'glass', 'installation', 'surfboard', 'fin', 'box', 'install']",
wCnU,KlxYq-_5DHk,,"['Performance art', 'Dance']"
Lb49,rH-gsXaR-KU,"['岩手', '東北新幹線', '新幹線', '鉄道', '盛岡', '新花巻', '北上', 'はやて', 'こまち', 'E2系', '車窓', '風景', 'JR東日本', 'shinkansen', 'bullet', 'train', 'japan', 'railway', 'tohoku', 'hayate', 'HD']","['Vehicle', 'Train', 'Weather']"
TZUf,yXKFqT7M9ZE,"['fly', 'fishing', 'trout', 'carp', 'river', 'women', 'woman', 'fish', 'something', 'underground']","['Concert', 'Musician', 'Guitar']"
2yI8,Fjxp57YG-9Y,"['דייג', 'באשדוד', 'mpeg4']","['Vehicle', 'Pet', 'Fishing', 'Fish', 'Boat', 'Recreational fishing', 'Tuna', 'Fishing vessel']"
Yhyb,LFah2Ef-Lqo,"['Age of Empires 2: HD Edition', 'Age of Empires II', 'The Conquerors', 'Resonance22', 'Resonance', 'Ilumiknight', 'The Forgotten', 'Forgotten Empires', 'New Expansion Pack', 'Twitch Plays', 'Aoe2', 'Pokemon', 'Live Stream', 'Twitch TV', 'Community']",['Game']
O8D3,IEQso_99dFQ,"['Ultimate', 'Bullseye', 'neopets']","['Game', 'Cartoon', 'Animation']"
U45f,lYdwKf7t_O8,"['słońce', 'niech', 'wschodzi', 'pierwsza', 'komunia', 'święta', 'jawor', 'smagacze', 'stary', 'fotografia', 'jaworze']","['Choir', 'Wedding', 'Bride', 'Church (building)']"
dHEB,GkbtVe5ASQQ,"['Yvonne Craig', 'Batgirl Access']","['Animation', 'Batman', 'Superman']"
SVIZ,UjLW9WoOfc8,"['Demi', 'Lovato', 'Speed', 'Drawing']","['Art', 'Drawing', 'Sketch (drawing)', 'Pencil']"
hn8k,wx9f72c72UY,"['lol', 'league', 'of', 'legends', 'dziwne', 'smieszne', 'epickie', 'momenty', 'wellypl', 'pl', 'welly', 'wellyplgaming', 'PC', 'zlepka', 'sceny', 'quadra', 'penta', 'kill', '#8', 'thresh', 'flash', 'flesz', 'hook', 'grab', 'brand', 'pantheon', 'amumu', 'blitzcrank']","['Game', 'Video game', 'Strategy video game', 'League of Legends']"
G0dS,UfM1nmlBgcg,"['build iPad app', 'build newsstand app', 'iPad app builder', 'magazine app builder', 'magazine app developer.']",
PsQ2,jZZyYZRdvSg,"['kuduro', '2012']","['Dance', 'Gym', 'Aerobics']"
qDkV,_TgWZLmV5V8,"['accordion', 'zupan', 'polka', 'lied der freiheit', 'akkordion', 'folk']","['Keyboard instrument', 'Musical keyboard', 'Accordion', 'Diatonic button accordion']"
JHK9,FfZvuMaRi08,"['sadel', 'häst', 'hoppning', 'ridsport']","['Animal', 'Pet', 'Horse', 'Saddle']"
jRWv,U5xcDTC2IXg,"['MapleStory', 'CWKPQ', 'Jump', 'quest', 'guide', 'Part', 'MoN', 'Maplesea', 'maplestory', 'how', 'to', 'get', 'tutorial', 'cwkpq', 'crimson', 'wood', 'keep', 'party', 'fast', 'forwarded', 'big', 'bang', 'haunted', 'house', 'headless', 'horseman', 'boss', 'guild', 'GMdepro', 'event']","['Game', 'MapleStory']"
uXHQ,6LSvpgxhNv0,"['Rio 2 (Film)', 'Trailer Latino', 'Doblaje', 'Brazil', 'Audio', 'Animación', 'Doblaje Latino', '20th Century Fox La', 'Blue Sky (Film)', 'Peliculas 2014', 'Mundial 2014']",['Animation']
4Yuz,bSs5_2-39TY,"['Australia.28/01/2012', 'galaxy tour Concert']","['Concert', 'Performance art']"
BAfV,WvTxSLo9S4c,"['International', 'scout', 'diesel', '440', 'v8', 'offroad', '1978']","['Vehicle', 'Car', 'Truck', 'Engine', 'Four-wheel drive', None, 'Pickup truck', None, 'Chevrolet', 'Jeep', 'Dodge', 'GMC (automobile)', 'Ford Bronco', 'Chevrolet K5 Blazer']"
v4Qx,aP_lqs19Ay0,,"['String instrument', 'Violin', 'Viola', 'Fiddle']"
nH7t,cB1kZIuFxS8,"['Perugia (City/Town/Village)', 'Park', 'roller coaster', 'on the board', 'giostrai sinti dritti', 'video by kristarboy', 'luna park perugia italia 2013', 'mouse', 'super topo burlone', 'crete greeke', 'germany', 'espana fieras', 'fiera festa giostre', 'tagada', 'music machine']","['Outdoor recreation', 'Amusement park', None, 'Roller coaster']"
vWoD,ymNrhB13OTE,"['elizabeth cole ag elizabeth', 'pullip', 'pullip shan ria', 'slideshow', 'christmas presents', 'mkdreamsinger', 'christmas gifts', 'what i got for christmas']","['Toy', 'Doll']"
ZTTM,-s1r2ypL31g,"['Crystal', 'Palace']",
lUMP,JjE_fnflCVM,"['Kelly', 'Clarkson', 'Addicted', 'Tour', 'Tampa', 'FL', 'Ford', 'Amphitheatre']","['Concert', 'Performance art']"
599T,fcEjoNmtt7w,"['カーオーディオ', 'AUDIO']","['Vehicle', 'Car']"
QoWY,W_Q7xMFTe1o,"['Vocaloid', 'Cover', 'Yuuro', 'Alice', 'Hatsune Miku', '古川P', 'Buzz Panda', 'Acoustic Guitar Arrange']",
B7ln,fNqwX2k02G8,"['epiphone', 'zakk', 'wilde', 'peavey', 'valveking', '112', 'diego', 'fagundes']","['Musician', 'Guitar', 'String instrument', 'Electric guitar', 'Guitar amplifier', 'Gibson Les Paul']"
xt9L,csFYVqR74Bw,"['красота', 'здоровье', 'любовь', 'красивые', 'волосы', 'красивая', 'фигура', 'как', 'похудеть', 'youtube', 'чумачечая', 'весна', 'солнце', 'лето', 'жара', 'уход', 'за', 'лицом', 'масло', 'аргановое', 'макадамия', 'шиповник']",['Cosmetics']
7BCl,QluU1--Yl4c,"['PM Hoops', 'Basketball', 'Adonis Thomas', 'Eric Thomas', 'Sandra Anderson', 'Melrose high school', 'Memphis Magic AAU', 'Usa basketball sports']","['Game', 'Basketball', 'Basketball moves', 'Slam dunk']"
aGKw,FENCsdIrcXg,"['Song (Composition Type)', 'Theme', 'World', 'Theme Song', 'Wonder', 'Theme Music (Musical Genre)', 'Main Theme (Composition)', 'Opening', 'Sonic Lost World', 'Wonder World', 'Sonic The Hedgehog (Fictional Character)', 'Sonic The Hedgehog (Video Game Series)', 'Tomayo Ohtani', 'the Japanese Philharmonic Orchestra', 'Video Game (Industry)', 'Wii U', 'Sonic Team (Organization)', 'Sonic Lost World Main Theme', 'Sonic Lost World Title Screen Music', 'Sonic Lost World Title', 'Sonic Lost World Music']","['Game', 'Cartoon', 'Pokémon', 'Pokémon (video game series)', 'Sonic the Hedgehog']"
S7vI,2KsFrcpYtbo,"['Alicia', 'Keys', 'Drake', 'Unthinkable', ""I'm"", 'Ready', 'Cover', 'The', 'Element', 'of', 'Freedom', 'R&B', 'Electric', 'Guitar', 'Piano', 'Filipino', 'Toronto', 'Fred', 'Passion', 'Ibanez', 'Fender']",
UIxK,OkByJa-xzLc,"['vestax', 'PMC', '08', 'PDX', '3000', 'DJ', 'UNKUT', 'Interview']",
MO2Y,SZiW7hSFHIw,"['Hilty & Bosch', 'locking', 'judge', 'showcase', 'dance', 'choreography', 'freestyle', ""funkin' stylez"", 'finland', '2011', 'helsinki', 'pasila', 'fun']","['Performance art', 'Dance']"
wCOk,0z2IEvlUHh4,['P1000906'],"['Food', 'Animal', 'Pet', 'Recipe', 'Cooking', 'Dish (food)', 'Fishing', 'Fish', 'Fish as food', 'Seafood']"
U8bC,AujwUCsssyE,"['Hester med Problemer', 'problemløsning', 'Hest', 'Ellen Ofstad', 'Dvd']","['Animal', 'Pet', 'Horse']"
o18u,EoXlM3wzKhw,"['dark', 'creator', 'yugioh', 'turbo', 'erik', 'eric', 'deck', 'beat', 'kill', 'rape', 'pillage', 'destroy', 'thanks', 'for', 'your', 'time']","['Game', 'Card game', 'Playing card', 'Yu-Gi-Oh! Trading Card Game', 'Collectible card game']"
YQpw,wRL8xXDFEqs,['iphone'],"['Mobile phone', 'Smartphone', 'Gadget', 'IPhone']"
Au5v,I3vQVRHReY4,"['bebé', 'bolso', 'maternidad', 'carrito', 'cochecito', 'silla', 'paseo', 'cambiador', 'pañales', 'puericultura', 'Bebemon', 'productos para bebés', 'Premios Todopapás', 'marca España']",
4JBF,f_lg-lI6bkk,"['BTS', '방탄소년단', '뷔', '태형', 'taehyung']",['Concert']
WLkK,aTf3basD9aI,,['Music video']
3e2a,CAcCQNGGtQg,,"['Hotel', 'Beach', 'Resort', 'Suite (hotel)', 'Spa']"
HyVB,g-T46JLOxcM,"['JINTA & EMERALDAS', 'りんご音楽祭', 'DAX']","['Concert', 'Musician', 'Guitar']"
tKVS,wj5HOputz28,"['Jonuel', 'Loco', 'de', 'Amor', 'Balada', 'Video', 'Rafy', 'Cruz']",['Music video']
l7xA,0EIWEvaKS18,"['Gemini', 'Dazzy', 'Plays', 'Spyro', 'The', 'Dragon', 'Two', 'Gateway', 'To', 'Glimmer', 'Part', 'Thirty', 'Skelos', 'Badlands', 'Lava', 'Lizards', 'Dinosaurs', 'Blunders', 'Butt', 'On', 'Fire', 'CrystalTeBook', 'Mary', 'Mention', 'Autumn', 'Plains', 'Gem', 'Gems', 'Leaves', 'Grass', 'Whirl', 'Wind', 'Blunder', 'Tailsman', 'Summer', 'Forest', 'Cutscene', 'New', 'Walkthrough', 'Game', 'Third', 'One', 'Cutscenes', 'Sparx', 'Redub', 'Narration', 'Elora', 'Hunter', 'Professor', 'Ripto', 'Gulp', 'Crush', 'Fairy', 'Funny', 'Laugh', 'Playstation', 'Amusing', 'Orbs', 'Orb', 'Insomniac', 'Games', '32']","['Game', 'Video game', 'Cartoon', 'Action-adventure game', 'Dragon', 'Spyro (series)', 'Spyro: Year of the Dragon']"
ypxl,bCKXDoDI0DA,"['Sanjeev', 'Kapoor', 'master', 'chef', 'NAME', 'recipe', 'video', 'Indian', 'Cuisine', 'India', 'Chinese', 'Italian', 'food', 'beverage', 'biryani', 'masala', 'pulao', 'naan', 'tikka', 'chicken', 'fish', 'prawn', 'shrimp', 'mutton', 'rice', 'palak', 'paneer', 'tandoori', 'tandoor', 'samosa', 'paratha', 'gravy', 'curry', 'dal', 'butter', 'spinach', 'cheese', 'potato', 'garlic', 'ginger', 'chili', 'tomato', 'onion', 'spices', 'south', 'fast', 'dried', 'fried', 'roasted', 'baked', 'soup', 'salad', 'diet', 'health', 'apple', 'orange', 'cooking', 'recipes', 'sweets', 'chocolate', 'khana', 'khazana', 'zee']","['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', None, 'Cooking show', 'Chicken as food', 'Indian cuisine', 'Vegetarian cuisine', 'Potato', 'Rice', 'Roasting', 'Curry', 'Spinach', 'Gravy', 'Chutney']"
DIdm,rwIt5e-S9lM,"['Korean', 'Music', 'Show', 'K-pop', 'KBS', '불후의 명곡2', 'kbs', '불후의 명곡', '불후의 명곡 박재범', '남자는 배 여자는 항구', '박재범 남자는 배 여자는 항구', '박재범']",['Concert']
wi6S,VYpN3J8LLRQ,"['Crossfire AL mr majestyk Mr.-MAjestyk turial aprenda a usar a pá com Mr.-Majestyk', 'aprenda a jogar de faca no crossfire al', 'como jogar de pa no crossfire al']","['Game', 'Video game', 'Weapon', 'Knife', 'CrossFire (video game)']"
KC0s,E9u852-vel4,"['rallyes', 'vignes', '2008', '106', 'rallye', 'jerome', 'camera', 'embarquée']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Driving', 'Rallying', 'Peugeot 106']"
vlCX,1i35_NefW7c,"['SUJET', 'SENEGAL', 'AGRICULTURE', 'ALIMENTATION', 'INDUSTRIE']",
xgWk,5leorlec7pU,"['dynam', 'nitro', 'grayson', 'hobby', 'rc airplanes', 'cessna', 'retracts', 'flaps', 'dual brushless', 'rc mods', 'rcpowers', 'radio control', 'crash', 'radio controlled cessna 310', 'dynam rc model', 'detrum esc']","['Vehicle', 'Toy', 'Aircraft', 'Airplane', 'Radio-controlled model', 'Model aircraft', 'Radio-controlled aircraft', 'Jet aircraft', 'Aviation', 'North American P-51 Mustang']"
cbib,cTz38zNhXik,"['Caillou', '2x03', 'Caillou', 'hace', 'un', 'nuevo', 'amigowww', 'serieonline', 'net']","['Cartoon', 'Animation', 'Bear']"
RARC,QILVtvYcheM,"['13', 'addicted2salsa', 'Basic', 'Salsa', 'Dance', 'Hand', 'Juggle', 'Salsa', 'Dancing', 'Video', 'Lessons']",
2Y3S,Q-sVZBebB84,,"['Concert', 'Performance art', 'Dance']"
3Cn7,5ugYTJESK6A,"['hai huoc', 'clip vui', 'hai vui', 'hoat hinh vui', 'vui nhon', 'phim hai', 'hoat hinh']",['Animation']
Gfxk,MqgDzY6OeV4,"[""What's For Dinner?"", ""Noreen's Kitchen"", 'Food', 'Cooking', 'Eating', 'Recipe', 'Recipes', 'Quick and Easy Recipes', 'Busy Mom Recipes', 'Easy Weeknight Recipes', 'Budget Friendly Recipes', 'Economical Recipes', 'Breakfast Recipes', 'Lunch Recipes', 'Dinner Recipes', 'Dessert Recipes', 'Party Recipes', 'Holiday Recipes', 'Easy Cooking', 'Dinner Ideas', 'Chicken Fingers Recipe', 'Fried Chicken Fingers', 'Fried Chicken Fingers Recipe', 'Chicken Fingers', 'Homemade Chicken Fingers', 'Party Food', 'Tailgate Food', 'Fried Chicken']","['Food', 'Pet', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Fish', None, 'Chicken as food', 'Flour', 'Chicken', 'Indian cuisine', 'Sauce', 'Fish as food', 'Deep frying', 'Fried chicken', 'Batter (cooking)']"
Er0f,jHY6vPeHq4s,"['hamster', 'picio', 'animation', 'san', 'agustin', 'parody', 'risas', 'habitacion', 'locura', 'improv', 'pranks', 'sketch', 'video', 'blog', 'spoof', 'rata', 'animal']","['Animal', 'Pet', 'Bird', 'Hamster', 'Domestic canary']"
cSt2,FJlh-8HqG9c,"['Sacredheals', 'Sacredheals WoW', 'Sacredheals Warlords of Draenor', 'World of Warcraft scenery', 'WoW Environment', 'Warlords of Draenor', 'Draenor', 'Talador', 'Gorgrond', 'Shadowmoon Valley', 'World of Warcraft warlords of draenor', ""A Flightmaster's Perspective"", 'Flightmaster Draenor', 'Draenor Flight path', 'Flight path wow', 'WoW Draenor Flight', 'Warlords of Draenor Zones', 'WoW Zones', 'WoD Zones', 'shadowmoon valley', 'gorgrond', 'talador', 'spires of arak', 'frostfire ridge', 'nagrand', 'ashran', 'draenor zones']","['Game', 'Video game', 'Trailer (promotion)', 'World of Warcraft', 'Warcraft']"
0E2E,RQa_TplCMRU,"['كول', 'اف', 'ديوتي']",['Call of Duty']
